NVIDIA,GEFORCE RTX TITAN,1350,1770,4608,384,GDDR6 24,280,320000
NVIDIA,GEFORCE RTX 2080 Ti,1350,1545,4352,352,GDDR6 11,250,150000
NVIDIA,GEFORCE RTX 2080 S,1650,1815,3072,256,GDDR6 8,250,100000
NVIDIA,GEFORCE RTX 2080 ,1515,1710,2944,256,GDDR6 8,215,80000
NVIDIA,GEFORCE RTX 2070 S,1605,1770,2560,256,GDDR6 8,215,70000
NVIDIA,GEFORCE RTX 2070 ,1410,1620,2304,256,GDDR6 8,175,60000
NVIDIA,GEFORCE RTX 2060　S,1470,1650,2716,256,GDDR6 8,175,50000
NVIDIA,GEFORCE RTX 2060,1365,1680,1920,192,GDDR6 6,160,40000
